30	62	2.820000
30	65	2.180000
30	66	2.770000
30	68	1.260000
30	69	1.650000
30	83	3.450000
34	5	-1.990000
34	7	-0.190000
34	8	-4.170000
34	13	2.430000
34	15	4.760000
34	16	-5.050000
34	17	0.530000
34	18	-1.500000
34	19	2.570000
34	20	-6.940000
34	21	1.120000
34	22	-4.760000
34	23	-3.450000
34	27	4.270000
34	28	-5.730000
34	29	4.470000
34	31	2.520000
34	32	0.680000
34	35	4.470000
34	36	4.710000
34	42	0.730000
34	45	0.390000
34	46	-4.130000
34	48	3.250000
34	49	2.570000
34	50	1.550000
34	53	3.930000
34	54	-3.200000
34	56	-6.070000
34	61	0.000000
34	62	2.180000
34	65	4.320000
34	66	-1.890000
34	68	-1.800000
34	69	-4.760000
34	72	4.760000
34	86	-5.870000
34	90	-0.780000
36	1	-9.660000
36	2	-8.350000
36	5	0.290000
36	7	-9.220000
36	8	-9.510000
36	13	-0.290000
36	15	2.570000
36	16	-6.360000
36	17	-2.960000
36	18	2.520000
36	19	-5.340000
36	20	5.150000
36	21	-4.950000
36	25	-6.600000
36	27	6.070000
36	28	3.540000
36	29	3.500000
36	31	3.010000
36	32	8.110000
36	35	9.270000
36	36	9.080000
36	38	-0.730000
36	44	7.140000
36	46	-6.070000
36	48	4.810000
36	49	5.100000
36	50	9.270000
36	51	-6.410000
36	53	5.050000
36	54	6.840000
36	56	6.360000
36	57	1.310000
36	61	-7.520000
36	62	-0.970000
36	63	5.920000
36	65	8.980000
36	66	8.640000
36	68	5.530000
36	69	-2.820000
36	70	5.490000
36	94	1.360000
40	5	-3.010000
40	7	-3.350000
40	8	-2.280000
40	12	2.960000
40	13	-9.660000
40	14	0.190000
40	15	-9.560000
40	16	-2.520000
40	17	-1.990000
40	18	-9.610000
40	19	1.260000
40	20	4.370000
40	21	3.740000
40	23	-8.060000
40	25	-3.450000
40	26	1.020000
40	27	7.570000
40	28	-2.860000
40	29	2.860000
40	31	-1.940000
40	32	-4.220000
40	34	-0.920000
40	35	1.700000
40	36	4.220000
40	38	1.750000
40	39	-5.290000
40	42	3.060000
40	45	0.920000
40	46	-7.620000
40	47	-1.700000
40	48	-9.270000
40	49	2.960000
40	50	-1.210000
40	52	1.260000
40	53	1.120000
40	54	-1.550000
40	56	-9.170000
40	59	1.600000
40	61	5.630000
40	62	8.500000
40	65	8.930000
40	66	6.360000
40	68	3.160000
40	69	-8.880000
40	70	3.110000
40	71	3.590000
40	90	0.780000
43	2	8.300000
43	5	6.360000
43	7	-4.510000
43	8	3.590000
43	10	0.630000
43	11	6.650000
43	13	8.590000
43	14	6.410000
43	15	5.150000
43	16	-3.690000
43	17	6.600000
43	18	-1.460000
43	19	-3.590000
43	20	-4.420000
43	21	8.450000
43	22	6.700000
43	26	6.940000
43	27	9.130000
43	28	1.410000
43	29	7.040000
43	31	3.200000
43	32	5.970000
43	33	0.680000
43	35	7.520000
43	36	3.160000
43	38	1.260000
43	42	7.860000
43	46	6.170000
43	47	7.910000
43	48	7.040000
43	49	8.200000
43	50	5.100000
43	53	7.480000
43	56	2.280000
43	59	0.490000
43	60	-0.780000
43	62	-0.390000
43	63	0.490000
43	65	9.080000
43	66	2.090000
43	68	-0.780000
43	69	0.730000
43	71	-6.360000
43	72	6.750000
43	88	-0.390000
43	95	5.730000
